id;;det;;word;;definition;;rank
n-spa-1618;;el;;maíz;;corn, maize;;3314
n-spa-1619;;la;;autonomía;;autonomy, range;;3317
n-spa-1620;;la;;ama;;housekeeper, housewife;;3321
n-spa-1621;;el;;beso;;kiss;;3322
n-spa-1622;;la;;cintura;;waist;;3323
n-spa-1623;;la;;pauta;;guideline, rule, standard;;3325
n-spa-1624;;la;;recepción;;reception, waiting-room;;3327
n-spa-1625;;la;;bala;;bullet, shot;;3328
n-spa-1626;;el;;suicidio;;suicide;;3329
n-spa-1627;;la;;placa;;plaque, plate, badge;;3330
n-spa-1628;;el;;asesinato;;murder, assassination;;3333
n-spa-1629;;la;;mentalidad;;mindset, mind;;3334
n-spa-1630;;la;;jerarquía;;hierarchy, rank;;3335
n-spa-1631;;la;;duración;;duration, length;;3336
n-spa-1632;;el;;hallazgo;;ﬁnding, discovery;;3337
n-spa-1633;;la;;proximidad;;proximity;;3338
n-spa-1634;;la;;estadística;;statistic;;3339
n-spa-1635;;el;;castillo;;castle;;3343
n-spa-1636;;la;;traducción;;translation;;3344
n-spa-1637;;la;;diversión;;fun, entertainment;;3345
n-spa-1638;;la;;introducción;;introduction;;3346
n-spa-1639;;la;;lámpara;;lamp;;3347
n-spa-1640;;el;;dicho;;saying, proverb;;3348
n-spa-1641;;la;;audiencia;;audience, hearing;;3353
n-spa-1642;;el;;pasajero;;passenger;;3354
n-spa-1643;;el;;costado;;side, ﬂank;;3356
n-spa-1644;;el;;otoño;;autumn;;3357
n-spa-1645;;la;;feria;;fair, festival;;3358
n-spa-1646;;el;;exilio;;exile;;3359
n-spa-1647;;el;;o la portador(a);;carrier, bearer, messenger;;3362
n-spa-1648;;el;;obispo;;bishop;;3363
n-spa-1649;;la;;apertura;;opening, beginning;;3368
n-spa-1650;;la;;ideología;;ideology;;3369
n-spa-1651;;el;;o la cazador(a);;hunter;;3376
n-spa-1652;;el;;seguro;;insurance;;3377
n-spa-1653;;el;;ingenio;;ingenuity, talent, wit;;3378
n-spa-1654;;la;;hembra;;female, woman;;3379
n-spa-1655;;el;;bando;;faction, side;;3380
n-spa-1656;;el;;dormitorio;;bedroom, dormitory;;3382
n-spa-1657;;la;;plenitud;;fullness, abundance;;3383
n-spa-1658;;el;;coraje;;courage, toughness;;3385
n-spa-1659;;el;;plomo;;lead, bullet;;3386
n-spa-1660;;el;;o la descendiente;;descendant;;3387
n-spa-1661;;la;;república;;republic;;3389
n-spa-1662;;la;;sierra;;mountain range, saw;;3390
n-spa-1663;;el;;guante;;glove;;3392
n-spa-1664;;el;;cartón;;cardboard, carton, sketch;;3393
n-spa-1665;;la;;adolescencia;;adolescence;;3397
n-spa-1666;;la;;complicación;;complication;;3400
n-spa-1667;;el;;taxi;;taxi, cab;;3402
n-spa-1668;;la;;porción;;part, portion, share;;3403
n-spa-1669;;el;;timbre;;doorbell, bell, seal, stamp;;3404
n-spa-1670;;el;;monstruo;;monster, monstrosity;;3405
n-spa-1671;;el;;bebé;;baby;;3406
n-spa-1672;;el;;trayecto;;trajectory, course, path;;3407
n-spa-1673;;el;;globo;;balloon, globe;;3408
n-spa-1674;;la;;celebración;;celebration;;3409
n-spa-1675;;el;;quehacer;;task, job, chore;;3410
n-spa-1676;;la;;obsesión;;mania, obsession;;3412
n-spa-1677;;el;;bronce;;bronze;;3413
n-spa-1678;;la;;licencia;;license, permission;;3415
n-spa-1679;;la;;motivación;;motivation;;3416
n-spa-1680;;la;;depresión;;depression, slump;;3419
n-spa-1681;;el;;pulmón;;lung;;3420
n-spa-1682;;la;;ﬁbra;;ﬁber, grain;;3424
n-spa-1683;;el;;petróleo;;oil, petroleum;;3427
n-spa-1684;;la;;permanencia;;permanence, tenure;;3429
n-spa-1685;;el;;miércoles;;Wednesday;;3431
n-spa-1686;;el;;horno;;oven, furnace;;3432
n-spa-1687;;el;;logro;;success, achievement;;3433
n-spa-1688;;el;;vientre;;womb, belly;;3434
n-spa-1689;;la;;petición;;request, petition;;3435
n-spa-1690;;el;;o la civil;;civilian;;3436
n-spa-1691;;el;;reparto;;distribution, delivery;;3437
n-spa-1692;;la;;advertencia;;warning, notice;;3438
n-spa-1693;;la;;previsión;;forecast, precaution;;3440
n-spa-1694;;el;;mandato;;mandate, order, command;;3443
n-spa-1695;;la;;timidez;;shyness, timidity;;3447
n-spa-1696;;el;;toque;;touch, ringing, warning;;3448
n-spa-1697;;la;;máscara;;mask;;3449
n-spa-1698;;la;;venganza;;revenge, vengeance;;3450
n-spa-1699;;la;;barba;;beard;;3451
n-spa-1700;;la;;alarma;;alarm;;3452
n-spa-1701;;el;;aliento;;breath, courage, spirit;;3454
n-spa-1702;;la;;pureza;;purity, chastity;;3455
n-spa-1703;;la;;comedia;;comedy, play, pretense;;3457
n-spa-1704;;la;;aldea;;small village;;3458
n-spa-1705;;el;;párrafo;;paragraph;;3461
n-spa-1706;;el;;brillo;;shine, twinkling, sparkle;;3463
n-spa-1707;;el;;rastro;;track, sign, ﬂea market;;3465
n-spa-1708;;el;;adorno;;decoration, adornment;;3468
n-spa-1709;;el;;mono;;monkey;;3471
n-spa-1710;;el;;razonamiento;;reasoning;;3472
n-spa-1711;;el;;o la pastor(a);;shepherd, pastor;;3474
n-spa-1712;;el;;tramo;;section, stretch, plot;;3475
n-spa-1713;;el;;reto;;challenge, deﬁance;;3476
n-spa-1714;;la;;pesadilla;;nightmare;;3479
n-spa-1715;;el;;centenar;;hundred;;3480
n-spa-1716;;la;;molestia;;bother, nuisance, trouble;;3481
n-spa-1717;;la;;paja;;straw, thatching;;3483
n-spa-1718;;la;;concesión;;awarding, concession;;3486
n-spa-1719;;el;;nudo;;knot;;3488
n-spa-1720;;el;;martes;;Tuesday;;3490
n-spa-1721;;la;;utilización;;use, utilization;;3491
n-spa-1722;;la;;tapa;;cover, lid;;3492
n-spa-1723;;la;;traición;;treason, betrayal;;3493
n-spa-1724;;la;;pesca;;ﬁshing;;3495
n-spa-1725;;el;;malestar;;discomfort, unease, unrest;;3496
n-spa-1726;;la;;rata;;rat;;3497
n-spa-1727;;el;;o la defensor(a);;defender;;3499
n-spa-1728;;el;;auxilio;;help, aid, assistance;;3500
n-spa-1729;;el;;cobre;;copper;;3503
n-spa-1730;;la;;intuición;;intuition;;3509
n-spa-1731;;la;;invención;;invention, contrivance;;3510
n-spa-1732;;la;;vena;;vein;;3512
n-spa-1733;;el;;freno;;brake;;3513
n-spa-1734;;la;;interrupción;;interruption;;3518
n-spa-1735;;la;;condena;;prison sentence, penalty;;3519
n-spa-1736;;la;;inocencia;;innocence;;3520
n-spa-1737;;el;;relieve;;relief;;3521
n-spa-1738;;la;;semejanza;;similarity, likeness;;3522
n-spa-1739;;la;;cumbre;;summit, top;;3523
n-spa-1740;;el;;colmo;;climax;;3525
n-spa-1741;;el;;o la administrador(a);;administrator, manager;;3527
n-spa-1742;;el;;decreto;;decree, order;;3529
n-spa-1743;;la;;ironía;;irony;;3531
n-spa-1744;;la;;seña;;sign, mark, seal;;3533
n-spa-1745;;el;;ritual;;ritual, rite;;3534
n-spa-1746;;el;;escritorio;;desk, bureau;;3539
n-spa-1747;;la;;solicitud;;request, application;;3540
n-spa-1748;;la;;víspera;;eve;;3541
n-spa-1749;;el;;insecto;;insect;;3542
n-spa-1750;;el;;ridículo;;ridicule;;3543
n-spa-1751;;la;;ira;;rage, wrath;;3545
n-spa-1752;;la;;ceniza;;ash;;3546
n-spa-1753;;la;;monja;;nun;;3548
n-spa-1754;;el;;parto;;birth;;3550
n-spa-1755;;el;;circuito;;circuit, circumference, track;;3554
n-spa-1756;;la;;oveja;;sheep, ewe;;3556
n-spa-1757;;la;;ubicación;;position, location;;3559
n-spa-1758;;la;;hacienda;;ranch;;3561
n-spa-1759;;la;;antigüedad;;antiquity, seniority;;3562
n-spa-1760;;el;;puño;;ﬁst, handle, cuff;;3563
n-spa-1761;;la;;excusa;;excuse;;3564
n-spa-1762;;la;;trama;;plot, theme;;3566
n-spa-1763;;la;;alteración;;alteration, change;;3569
n-spa-1764;;la;;acusación;;accusation, charge;;3573
n-spa-1765;;la;;salvación;;salvation, rescue;;3575
n-spa-1766;;el;;fundador;;founder;;3577
n-spa-1767;;el;;original;;original;;3581
n-spa-1768;;la;;maquinaria;;machinery;;3582
n-spa-1769;;la;;tortura;;torture;;3585
n-spa-1770;;el;;humano;;human;;3586
n-spa-1771;;la;;insistencia;;insistence, persistence;;3587
n-spa-1772;;el;;sobrino;;nephew;;3593
n-spa-1773;;el;;apunte;;note, annotation;;3599
n-spa-1774;;el;;antepasado;;ancestor;;3600
n-spa-1775;;el;;sillón;;armchair, seat;;3604
n-spa-1776;;el;;colectivo;;collective, group;;3606
n-spa-1777;;la;;dieta;;diet;;3607
n-spa-1778;;el;;o la teniente;;lieutenant, deputy mayor;;3608
n-spa-1779;;el;;polo;;pole, polo, polo shirt;;3609
n-spa-1780;;el;;abismo;;abyss, large gap;;3612
n-spa-1781;;el;;algodón;;cotton;;3613
n-spa-1782;;la;;harina;;ﬂour;;3614
n-spa-1783;;la;;exactitud;;accuracy;;3615
n-spa-1784;;el;;provecho;;beneﬁt, use;;3617
n-spa-1785;;la;;prudencia;;prudence, moderation;;3621
n-spa-1786;;el;;insulto;;insult;;3622
n-spa-1787;;el;;ﬂujo;;ﬂow, tide, discharge;;3624
n-spa-1788;;la;;aguja;;needle, spire, stylus;;3625
n-spa-1789;;el;;planteamiento;;proposal, exposition;;3626
n-spa-1790;;la;;cortina;;curtain, screen;;3630
n-spa-1791;;la;;reproducción;;reproduction;;3637
n-spa-1792;;la;;expansión;;expansion, spreading;;3638
n-spa-1793;;el;;umbral;;threshold, outset;;3639
n-spa-1794;;la;;alusión;;allusion, hint;;3640
n-spa-1795;;el;;descenso;;decline, descent, lowering;;3641
n-spa-1796;;el;;océano;;ocean;;3646
n-spa-1797;;la;;proposición;;proposition;;3647
n-spa-1798;;el;;absurdo;;absurdity, nonsense;;3648
n-spa-1799;;la;;parada;;bus stop, train stop;;3649
n-spa-1800;;el;;titular;;headline, holder;;3655
n-spa-1801;;el;;calendario;;calendar;;3656
n-spa-1802;;el;;o la interlocutor;;conversational partner, interlocutor;;3657
n-spa-1803;;el;;disgusto;;disgust, annoyance;;3660
n-spa-1804;;la;;conservación;;conservation;;3661
n-spa-1805;;la;;elaboración;;production;;3663
n-spa-1806;;el;;correo;;mail, post office;;3665
n-spa-1807;;el;;circo;;circus;;3666
n-spa-1808;;el;;adversario;;adversary;;3667
n-spa-1809;;la;;cubierta;;covering, top, lid;;3668
n-spa-1810;;el;;aniversario;;anniversary;;3669
n-spa-1811;;la;;franja;;strip, stripe, fringe;;3670
n-spa-1812;;la;;pila;;baptismal font, battery, heap;;3672
n-spa-1813;;la;;goma;;rubber;;3677
n-spa-1814;;el;;ancho;;width;;3679
n-spa-1815;;la;;uva;;grape;;3682
n-spa-1816;;la;;ética;;ethics;;3683
n-spa-1817;;la;;inscripción;;inscription, registration;;3684
n-spa-1818;;la;;adquisición;;acquisition;;3687
n-spa-1819;;el;;sentimiento;;feeling;;3690
n-spa-1820;;la;;renuncia;;resignation, renunciation;;3693
n-spa-1821;;el;;préstamo;;loan, borrowing;;3694
n-spa-1822;;la;;dedicación;;dedication, devotion;;3698
n-spa-1823;;el;;instituto;;institute;;3699
n-spa-1824;;la;;paloma;;dove;;3700
n-spa-1825;;la;;devoción;;devotion;;3702
n-spa-1826;;la;;espina;;thorn, spine;;3708
n-spa-1827;;la;;aprobación;;approval, consent;;3709
n-spa-1828;;la;;fachada;;front of a building;;3710
n-spa-1829;;el;;jugo;;juice;;3712
n-spa-1830;;el;;discípulo;;disciple;;3714
n-spa-1831;;el;;coronel;;colonel;;3715
n-spa-1832;;la;;modiﬁcación;;modiﬁcation, alteration;;3717
n-spa-1833;;la;;acumulación;;accumulation;;3718
n-spa-1834;;el;;mantenimiento;;maintenance, sustenance;;3720
n-spa-1835;;la;;cabecera;;head, header;;3723
n-spa-1836;;la;;revelación;;revelation;;3724
n-spa-1837;;la;;peseta;;peseta;;3725
n-spa-1838;;la;;cuna;;cradle, birth, lineage;;3726
n-spa-1839;;el;;ácido;;acid;;3729
n-spa-1840;;la;;incapacidad;;inability, incompetence;;3730
n-spa-1841;;la;;villa;;village, town;;3731
n-spa-1842;;el;;lecho;;river bed, couch;;3732
n-spa-1843;;el;;alquiler;;rent, rental;;3733
n-spa-1844;;la;;redacción;;editing, wording, essay;;3735
n-spa-1845;;la;;ﬁcha;;index card, chip, token;;3736
n-spa-1846;;la;;inseguridad;;insecurity;;3738
n-spa-1847;;el;;coma;;coma;;3739
n-spa-1848;;la;;coma;;comma;;3739
n-spa-1849;;la;;agricultura;;agriculture, farming;;3741
n-spa-1850;;la;;naturalidad;;ease, spontaneity;;3742
n-spa-1851;;la;;serenidad;;serenity, calm;;3743
n-spa-1852;;la;;pistola;;gun, pistol;;3745
n-spa-1853;;el;;diputado;;deputy, member;;3749
n-spa-1854;;el;;duelo;;grief, afﬂiction;;3751
n-spa-1855;;el;;comandante;;commanding ofﬁcer;;3755
n-spa-1856;;la;;ópera;;opera;;3757
n-spa-1857;;la;;réplica;;answer, retort, copy;;3758
n-spa-1858;;el;;pulso;;pulse, pulsation;;3762
n-spa-1859;;la;;explotación;;exploitation, cultivation;;3764
n-spa-1860;;la;;bestia;;beast, brute;;3765
n-spa-1861;;el;;abrazo;;hug, embrace;;3767
n-spa-1862;;el;;asalto;;assault, robbery;;3768
n-spa-1863;;el;;reposo;;rest, peace;;3769
n-spa-1864;;la;;lámina;;sheet, sheet metal;;3770
n-spa-1865;;la;;pasta;;pasta, dough;;3771
n-spa-1866;;la;;polémica;;polemics, argument;;3774
n-spa-1867;;el;;chocolate;;chocolate;;3776
n-spa-1868;;la;;generosidad;;generosity;;3777
n-spa-1869;;el;;realismo;;realism;;3780
n-spa-1870;;el;;acorde;;agreement, accord;;3783
n-spa-1871;;la;;sugerencia;;suggestion;;3784
n-spa-1872;;el;;cumpleaños;;birthday;;3785
n-spa-1873;;la;;ronda;;round;;3786
n-spa-1874;;la;;capilla;;chapel;;3788
n-spa-1875;;el;;expediente;;dossier, proceedings;;3791
n-spa-1876;;la;;tolerancia;;tolerance;;3792
n-spa-1877;;la;;sopa;;soup;;3795
n-spa-1878;;el;;o la rival;;rival;;3796
n-spa-1879;;la;;ternura;;tenderness;;3797
n-spa-1880;;la;;variante;;variant, difference;;3798
n-spa-1881;;el;;molde;;mold, cast;;3800
n-spa-1882;;el;;espectro;;ghost, specter;;3802
n-spa-1883;;el;;recorte;;cutback, reduction; clipping;;3804
n-spa-1884;;el;;reglamento;;regulations, rules;;3805
n-spa-1885;;la;;vitalidad;;vitality;;3807
n-spa-1886;;la;;adaptación;;adaptation;;3809
n-spa-1887;;la;;etiqueta;;label, etiquette;;3810
n-spa-1888;;la;;muralla;;city wall;;3812
n-spa-1889;;la;;represión;;repression;;3814
n-spa-1890;;la;;reducción;;reduction;;3815
n-spa-1891;;la;;difusión;;spread, diffusion;;3816
n-spa-1892;;el;;encargo;;job, order, errand;;3818
n-spa-1893;;el;;oeste;;west;;3821
n-spa-1894;;el;;pescador;;ﬁsherman;;3824
n-spa-1895;;el;;diagnóstico;;diagnosis;;3825
n-spa-1896;;la;;cuadra;;city block;;3826
n-spa-1897;;la;;rienda;;rein, restraint;;3829
n-spa-1898;;la;;crueldad;;cruelty;;3830
n-spa-1899;;la;;ansia;;urge, impulse; longing, desire;;3832
n-spa-1900;;la;;cúpula;;cupola, dome;;3833
n-spa-1901;;la;;llama;;ﬂame, llama;;3835
n-spa-1902;;la;;vegetación;;vegetation;;3837
n-spa-1903;;la;;lema;;motto, slogan;;3838
n-spa-1904;;el;;bote;;boat, container;;3840
n-spa-1905;;el;;perfume;;perfume;;3843
n-spa-1906;;la;;central;;power plant;;3844
n-spa-1907;;la;;pertenencia;;membership, property;;3846
n-spa-1908;;la;;casita;;cottage;;3849
n-spa-1909;;la;;alianza;;alliance;;3851
n-spa-1910;;el;;o la ratón, ratona;;mouse;;3856
n-spa-1911;;la;;hazaña;;deed, heroic feat;;3857
n-spa-1912;;la;;dureza;;hardness, toughness;;3858
n-spa-1913;;la;;sábana;;bed sheet;;3859
n-spa-1914;;la;;revisión;;checking revision;;3860
n-spa-1915;;la;;retirada;;retreat, withdrawal;;3861
n-spa-1916;;el;;aroma;;aroma;;3863
n-spa-1917;;el;;optimismo;;optimism;;3864
n-spa-1918;;el;;mate;;maté the beverage;;3865
n-spa-1919;;el;;evento;;event;;3867
n-spa-1920;;el;;físico;;physicist;;3868
n-spa-1921;;el;;pasto;;grass, pasture;;3870
n-spa-1922;;el;;gallo;;rooster;;3872
n-spa-1923;;el;;rendimiento;;yield, output, efﬁciency;;3874
n-spa-1924;;la;;lentitud;;slowness;;3875
n-spa-1925;;la;;aula;;classroom;;3876
n-spa-1926;;el;;himno;;hymn, anthem;;3881
n-spa-1927;;el;;sindicato;;trade union;;3882
n-spa-1928;;la;;mariposa;;butterﬂy, wing nut;;3883
n-spa-1929;;la;;ﬁdelidad;;faithfulness, accuracy;;3885
n-spa-1930;;el;;retraso;;delay;;3886
n-spa-1931;;el;;desplazamiento;;movement, removal;;3887
n-spa-1932;;la;;compatriota;;fellow countryman;;3891
n-spa-1933;;la;;localidad;;town, locality;;3894
n-spa-1934;;el;;lobo;;wolf;;3898
n-spa-1935;;la;;asamblea;;assembly;;3899
n-spa-1936;;el;;pañuelo;;handkerchief, shawl;;3900
n-spa-1937;;el;;temblor;;trembling; tremor;;3902
n-spa-1938;;la;;gira;;tour;;3903
n-spa-1939;;el;;manto;;cloak;;3904
n-spa-1940;;el;;asombro;;amazement, astonishment;;3906
n-spa-1941;;el;;o la gobernador(a);;governor;;3907
n-spa-1942;;la;;amplitud;;breadth, extent, range;;3908
n-spa-1943;;el;;carbón;;coal, charcoal;;3909
n-spa-1944;;el;;campamento;;camp, camping;;3910
n-spa-1945;;la;;excursión;;excursion;;3916
n-spa-1946;;el;;tomate;;tomato;;3920
n-spa-1947;;el;;cinturón;;belt;;3922
n-spa-1948;;el;;bulto;;bulk, shape;;3925
n-spa-1949;;el;;vocabulario;;vocabulary;;3927
n-spa-1950;;la;;especulación;;speculation, conjecture;;3928
n-spa-1951;;el;;manual;;manual;;3929
n-spa-1952;;el;;disparo;;shot, discharge;;3932
n-spa-1953;;el;;residuo;;residue, waste;;3934
n-spa-1954;;la;;vanidad;;vanity, conceit;;3935
n-spa-1955;;la;;renovación;;renewal, renovation;;3937
n-spa-1956;;la;;peste;;plague, pestilence, pest;;3943
n-spa-1957;;la;;expedición;;expedition;;3944
n-spa-1958;;la;;mecánica;;mechanics, mechanism;;3949
n-spa-1959;;la;;electricidad;;electricity;;3950
n-spa-1960;;el;;ascensor;;elevator;;3954
n-spa-1961;;la;;bicicleta;;bicycle;;3955
n-spa-1962;;el;;aporte;;contribution;;3957
n-spa-1963;;la;;beca;;scholarship, grant;;3959
n-spa-1964;;el;;trigo;;wheat;;3961
n-spa-1965;;la;;plataforma;;platform, springboard;;3965
n-spa-1966;;la;;clínica;;clinic;;3967
n-spa-1967;;el;;heredero;;heir, heiress;;3968
n-spa-1968;;el;;estadio;;stadium;;3970
n-spa-1969;;el;;desﬁle;;parade, line, formation;;3973
n-spa-1970;;el;;buque;;ship, vessel, hull;;3974
n-spa-1971;;el;;parentesco;;kinship;;3975
n-spa-1972;;el;;fallo;;mistake, blunder, fault;;3976
n-spa-1973;;la;;rebeldía;;rebelliousness, deﬁance;;3977
n-spa-1974;;la;;corrección;;correction, amendment;;3979
n-spa-1975;;la;;chispa;;spark;;3980
n-spa-1976;;el;;o la virgen;;virgin;;3981
n-spa-1977;;la;;supervivencia;;survival;;3983
n-spa-1978;;la;;caridad;;charity;;3984
n-spa-1979;;la;;comunión;;communion;;3986
n-spa-1980;;el;;o la embajador(a);;ambassador;;3987
n-spa-1981;;el;;tercio;;third;;3988
n-spa-1982;;la;;iluminación;;illumination, lighting;;3989
n-spa-1983;;la;;censura;;censorship, criticism;;3990
n-spa-1984;;la;;disputa;;dispute, argument, quarrel;;3991
n-spa-1985;;el;;esplendor;;splendor;;3992
n-spa-1986;;el;;perjuicio;;damage, loss;;3994
n-spa-1987;;la;;medalla;;medal, medallion;;3995
n-spa-1988;;la;;lealtad;;loyalty, faithfulness;;3996
n-spa-1989;;el;;divorcio;;divorce;;3997
n-spa-1990;;el;;enfoque;;perspective, focus;;3999
n-spa-1991;;la;;ﬁrmeza;;ﬁrmness;;4001
n-spa-1992;;la;;colina;;hill, slope;;4003
n-spa-1993;;la;;parcela;;piece of property;;4004
n-spa-1994;;la;;jaula;;cage;;4005
n-spa-1995;;el;;ajuste;;adjustment, settlement;;4006
n-spa-1996;;el;;entierro;;burial;;4008
n-spa-1997;;el;;o la servidor(a);;servant;;4010
n-spa-1998;;la;;superioridad;;superiority;;4011
n-spa-1999;;el;;turismo;;tourism;;4012
n-spa-2000;;la;;barbaridad;;atrocity;;4013
n-spa-2001;;el;;rollo;;roll, coil;;4014
n-spa-2002;;el;;triángulo;;triangle;;4016
n-spa-2003;;el;;aislamiento;;isolation;;4017
n-spa-2004;;el;;alivio;;relief, unburdening;;4018
n-spa-2005;;el;;entrenamiento;;training;;4019
n-spa-2006;;el;;truco;;trick, ruse;;4020
n-spa-2007;;el;;disparate;;crazy idea, nonsense;;4022
n-spa-2008;;el;;cocinero;;cook;;4023
n-spa-2009;;el;;fotógrafo;;photographer;;4027
n-spa-2010;;la;;imposición;;imposition;;4028
n-spa-2011;;el;;consuelo;;comfort, consolation;;4031
n-spa-2012;;la;;transmisión;;broadcast, transmission;;4034
n-spa-2013;;el;;sendero;;foot path;;4036
n-spa-2014;;el;;desacuerdo;;disagreement;;4038
n-spa-2015;;la;;academia;;academy;;4039
n-spa-2016;;la;;catedral;;cathedral;;4041
n-spa-2017;;la;;vanguardia;;vanguard, forefront;;4043
n-spa-2018;;el;;embarazo;;pregnancy;;4051
n-spa-2019;;la;;imposibilidad;;impossibility;;4052
n-spa-2020;;el;;reportaje;;feature, article, report;;4056
n-spa-2021;;el;;tambor;;drum;;4057
n-spa-2022;;la;;fundación;;foundation;;4058
n-spa-2023;;la;;transparencia;;transparency, slide;;4059
n-spa-2024;;la;;elegancia;;elegance, style;;4060
n-spa-2025;;el;;o la criminal;;criminal;;4061
n-spa-2026;;el;;elogio;;praise, eulogy, compliment;;4062
n-spa-2027;;la;;manta;;blanket;;4063
n-spa-2028;;la;;alerta;;alert;;4068
n-spa-2029;;la;;sinceridad;;sincerity;;4069
n-spa-2030;;la;;cátedra;;academic chair;;4070
n-spa-2031;;el;;repertorio;;repertoire, list, index;;4072
n-spa-2032;;la;;plancha;;electric iron, plate, sheet;;4073
n-spa-2033;;la;;terraza;;terrace, balcony;;4074
n-spa-2034;;la;;gala;;gala;;4075
n-spa-2035;;la;;era;;era;;4076
n-spa-2036;;el;;arranque;;start, outburst, kick-start;;4077
n-spa-2037;;la;;patada;;kick, punt;;4078
n-spa-2038;;el;;lapso;;lapse;;4080
n-spa-2039;;el;;sudor;;sweat, perspiration;;4081
n-spa-2040;;el;;apetito;;appetite;;4082
n-spa-2041;;la;;indicación;;indication;;4084
n-spa-2042;;el;;aliado;;ally;;4086
n-spa-2043;;la;;presidencia;;presidency;;4087
n-spa-2044;;el;;consejero;;advisor, counselor;;4089
n-spa-2045;;la;;consigna;;watchword, motto, slogan;;4091
n-spa-2046;;la;;cortesía;;courtesy;;4092
n-spa-2047;;el;;atributo;;attribute, quality;;4094
n-spa-2048;;la;;furia;;fury, rage;;4095
n-spa-2049;;la;;estatura;;stature, height;;4098
n-spa-2050;;la;;vejez;;old age;;4099
n-spa-2051;;el;;terremoto;;earthquake;;4100
n-spa-2052;;la;;tira;;strip, strap;;4102
n-spa-2053;;el;;emisor;;electronic transmitter;;4103
n-spa-2054;;la;;integridad;;integrity;;4105
n-spa-2055;;la;;autorización;;authorization;;4106
n-spa-2056;;el;;seminario;;seminar, seminary;;4108
n-spa-2057;;la;;marea;;wave, tide, ebb;;4109
n-spa-2058;;el;;resentimiento;;resentment;;4110
n-spa-2059;;el;;o la delincuente;;delinquent;;4111
n-spa-2060;;el;;esqueleto;;skeleton, framework;;4121
n-spa-2061;;la;;indignación;;indignation;;4122
n-spa-2062;;la;;escultura;;sculpture, carving;;4125
n-spa-2063;;la;;inﬁnidad;;infinity;;4127
n-spa-2064;;el;;pilar;;pillar, column;;4128
n-spa-2065;;la;;percepción;;perception;;4136
n-spa-2066;;la;;minoría;;minority;;4137
n-spa-2067;;el;;deterioro;;deterioration, damage;;4138
n-spa-2068;;la;;sanción;;sanction, approval, penalty;;4141
n-spa-2069;;la;;maleta;;suitcase, case;;4146
n-spa-2070;;la;;faena;;task, job, performance;;4147
n-spa-2071;;la;;serpiente;;snake;;4150
n-spa-2072;;la;;agitación;;agitation, excitement;;4153
n-spa-2073;;la;;ganancia;;gain, proﬁt;;4155
n-spa-2074;;el;;pino;;pine tree;;4157
n-spa-2075;;el;;llanto;;crying, weeping;;4163
n-spa-2076;;la;;ida;;departure, ﬁrst half of a trip;;4164
n-spa-2077;;la;;falla;;ﬂaw, failure;;4167
n-spa-2078;;la;;contribución;;contribution;;4168
n-spa-2079;;la;;burla;;mockery, joke, trick;;4169
n-spa-2080;;el;;seguidor;;supporter, follower;;4170
n-spa-2081;;la;;perla;;pearl;;4172
n-spa-2082;;la;;integración;;integration;;4174
n-spa-2083;;la;;siesta;;siesta, afternoon nap;;4176
n-spa-2084;;el;;bigote;;mustache;;4182
n-spa-2085;;la;;niñez;;infancy, childhood;;4184
n-spa-2086;;la;;leña;;ﬁrewood;;4185
n-spa-2087;;el;;atardecer;;evening, dusk;;4186
n-spa-2088;;el;;interrogante;;question, interrogator;;4190
n-spa-2089;;la;;lente;;lens;;4193
n-spa-2090;;el;;compás;;rhythm, time, compass;;4194
n-spa-2091;;la;;llanura;;plain, prairie, plainness;;4196
n-spa-2092;;el;;collar;;necklace, collar;;4197
n-spa-2093;;el;;veneno;;poison, venom;;4198
n-spa-2094;;el;;mármol;;marble;;4199
n-spa-2095;;la;;biografía;;biography;;4200
n-spa-2096;;la;;rebelión;;rebellion;;4202
n-spa-2097;;el;;hígado;;liver;;4203
n-spa-2098;;el;;o la ladrón;;thief, robber;;4204
n-spa-2099;;el;;tablero;;board, panel;;4207
n-spa-2100;;la;;imitación;;imitation;;4209
n-spa-2101;;el;;adelanto;;advance, progress;;4210
n-spa-2102;;el;;intervalo;;interval, gap;;4214
n-spa-2103;;el;;trago;;swig, drink;;4215
n-spa-2104;;la;;fracción;;fraction;;4216
n-spa-2105;;el;;convento;;convent, monastery;;4217
n-spa-2106;;el;;arroyo;;brook, stream, gutter;;4218
n-spa-2107;;el;;enlace;;connection, link;;4220
n-spa-2108;;el;;diccionario;;dictionary;;4223
n-spa-2109;;la;;afueras;;outskirts, suburbs;;4225
n-spa-2110;;la;;ceja;;eyebrow, brow;;4227
n-spa-2111;;la;;constitución;;constitution;;4231
n-spa-2112;;la;;clasiﬁcación;;classiﬁcation;;4233
n-spa-2113;;el;;lío;;mess, problem, bad situation;;4235
n-spa-2114;;la;;sede;;headquarters, seat of authority;;4236
n-spa-2115;;el;;litro;;liter;;4239
n-spa-2116;;la;;bandeja;;tray;;4240
n-spa-2117;;la;;aproximación;;approximation;;4241
n-spa-2118;;el;;trapo;;rag, cloth;;4244
n-spa-2119;;el;;o la conocedor;;connoisseur, expert;;4245
n-spa-2120;;el;;altar;;altar;;4247
n-spa-2121;;el;;acierto;;good aim, guess, hit;;4248
n-spa-2122;;el;;piloto;;pilot, driver;;4249
n-spa-2123;;la;;computadora;;computer;;4253
n-spa-2124;;el;;alambre;;wire;;4255
